end_date,school_cycle,start_date,Holdback students (sum).,Incoming students (sum).,School groups (sum).,Schools (sum).,Teachers (sum).,Total students (sum).,oversight_type,grade_study,geography,schooling_type
2017-06-30,2016-2017,2016-08-01,52.0,993.0,73.0,18.0,166.0,1045.0,Private,Technical school,Baja California,On-site education
2017-06-30,2016-2017,2016-08-01,2369.0,40115.0,1495.0,208.0,3491.0,42484.0,Private,High school,Baja California,On-site education
2017-06-30,2016-2017,2016-08-01,1625.0,342480.0,12391.0,1300.0,12455.0,344105.0,Public,Elementary school,Baja California,On-site education
2017-06-30,2016-2017,2016-08-01,986.0,165596.0,5412.0,482.0,11449.0,166582.0,Public,Middle school,Baja California,On-site education
2017-06-30,2016-2017,2016-08-01,5662.0,111290.0,2999.0,185.0,7697.0,116952.0,Public,High school,Baja California,On-site education
2016-06-30,2015-2016,2015-08-01,,17970.0,1223.0,451.0,1137.0,17970.0,Private,Pre-school,Baja California,On-site education
2016-06-30,2015-2016,2015-08-01,,88600.0,3872.0,976.0,3819.0,88600.0,Public,Pre-school,Baja California,On-site education
2017-06-30,2016-2017,2016-08-01,,21871.0,1231.0,482.0,1184.0,21871.0,Private,Pre-school,Baja California,On-site education
2017-06-30,2016-2017,2016-08-01,,90441.0,3797.0,977.0,3808.0,90441.0,Public,Pre-school,Baja California,On-site education
2016-06-30,2015-2016,2015-08-01,,,,8.0,,7981.0,Public,High school,Baja California,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,3.0,,157.0,Private,High school,Baja California,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,10.0,,9092.0,Public,High school,Baja California,Remote schooling
2016-06-30,2015-2016,2015-08-01,16.0,7277.0,425.0,70.0,346.0,7293.0,Private,Elementary school,Baja California Sur,On-site education
2016-06-30,2015-2016,2015-08-01,0.0,3220.0,167.0,42.0,515.0,3220.0,Private,Middle school,Baja California Sur,On-site education
2016-06-30,2015-2016,2015-08-01,35.0,2644.0,134.0,34.0,540.0,2679.0,Private,High school,Baja California Sur,On-site education
2016-06-30,2015-2016,2015-08-01,501.0,73081.0,2962.0,376.0,2873.0,73582.0,Public,Elementary school,Baja California Sur,On-site education
2016-06-30,2015-2016,2015-08-01,131.0,35872.0,1222.0,147.0,2159.0,36003.0,Public,Middle school,Baja California Sur,On-site education
2016-06-30,2015-2016,2015-08-01,761.0,27221.0,843.0,105.0,2397.0,27982.0,Public,High school,Baja California Sur,On-site education
2017-06-30,2016-2017,2016-08-01,16.0,7710.0,443.0,70.0,374.0,7726.0,Private,Elementary school,Baja California Sur,On-site education
2017-06-30,2016-2017,2016-08-01,3.0,3417.0,178.0,47.0,557.0,3420.0,Private,Middle school,Baja California Sur,On-site education
2017-06-30,2016-2017,2016-08-01,62.0,2992.0,151.0,34.0,630.0,3054.0,Private,High school,Baja California Sur,On-site education
2017-06-30,2016-2017,2016-08-01,587.0,73393.0,2910.0,378.0,2873.0,73980.0,Public,Elementary school,Baja California Sur,On-site education
2017-06-30,2016-2017,2016-08-01,171.0,34902.0,1239.0,145.0,2177.0,35073.0,Public,Middle school,Baja California Sur,On-site education
2017-06-30,2016-2017,2016-08-01,2509.0,27166.0,877.0,111.0,2684.0,29675.0,Public,High school,Baja California Sur,On-site education
2016-06-30,2015-2016,2015-08-01,,3912.0,256.0,91.0,239.0,3912.0,Private,Pre-school,Baja California Sur,On-site education
2016-06-30,2015-2016,2015-08-01,,22570.0,983.0,330.0,952.0,22570.0,Public,Pre-school,Baja California Sur,On-site education
2017-06-30,2016-2017,2016-08-01,,4096.0,263.0,89.0,250.0,4096.0,Private,Pre-school,Baja California Sur,On-site education
2017-06-30,2016-2017,2016-08-01,,24186.0,1023.0,340.0,1019.0,24186.0,Public,Pre-school,Baja California Sur,On-site education
2016-06-30,2015-2016,2015-08-01,,,,8.0,,1159.0,Public,High school,Baja California Sur,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,7.0,,1585.0,Public,High school,Baja California Sur,Remote schooling
2016-06-30,2015-2016,2015-08-01,16.0,8073.0,451.0,58.0,451.0,8089.0,Private,Elementary school,Campeche,On-site education
2016-06-30,2015-2016,2015-08-01,8.0,6292.0,256.0,45.0,630.0,6300.0,Private,Middle school,Campeche,On-site education
2016-06-30,2015-2016,2015-08-01,9.0,3239.0,168.0,38.0,500.0,3248.0,Private,High school,Campeche,On-site education
2016-06-30,2015-2016,2015-08-01,1251.0,92939.0,3931.0,720.0,3946.0,94190.0,Public,Elementary school,Campeche,On-site education
2016-06-30,2015-2016,2015-08-01,324.0,41908.0,1554.0,288.0,2697.0,42232.0,Public,Middle school,Campeche,On-site education
2016-06-30,2015-2016,2015-08-01,862.0,30390.0,998.0,104.0,2435.0,31252.0,Public,High school,Campeche,On-site education
2017-06-30,2016-2017,2016-08-01,130.0,7755.0,452.0,60.0,450.0,7885.0,Private,Elementary school,Campeche,On-site education
2017-06-30,2016-2017,2016-08-01,13.0,6019.0,245.0,43.0,581.0,6032.0,Private,Middle school,Campeche,On-site education
2017-06-30,2016-2017,2016-08-01,52.0,2867.0,158.0,40.0,550.0,2919.0,Private,High school,Campeche,On-site education
2017-06-30,2016-2017,2016-08-01,1138.0,92263.0,3920.0,712.0,3927.0,93401.0,Public,Elementary school,Campeche,On-site education
2017-06-30,2016-2017,2016-08-01,364.0,41619.0,1564.0,299.0,2623.0,41983.0,Public,Middle school,Campeche,On-site education
2017-06-30,2016-2017,2016-08-01,1013.0,31829.0,1054.0,103.0,2511.0,32842.0,Public,High school,Campeche,On-site education
2016-06-30,2015-2016,2015-08-01,,3927.0,259.0,75.0,259.0,3927.0,Private,Pre-school,Campeche,On-site education
2016-06-30,2015-2016,2015-08-01,,32726.0,1548.0,620.0,1546.0,32726.0,Public,Pre-school,Campeche,On-site education
2017-06-30,2016-2017,2016-08-01,,3935.0,276.0,83.0,267.0,3935.0,Private,Pre-school,Campeche,On-site education
2017-06-30,2016-2017,2016-08-01,,34022.0,1591.0,626.0,1611.0,34022.0,Public,Pre-school,Campeche,On-site education
2017-06-30,2016-2017,2016-08-01,,,,6.0,,2286.0,Public,High school,Campeche,Remote schooling
2016-06-30,2015-2016,2015-08-01,54.0,20305.0,1051.0,159.0,1021.0,20359.0,Private,Elementary school,Chiapas,On-site education
2016-06-30,2015-2016,2015-08-01,28.0,8781.0,403.0,100.0,1141.0,8809.0,Private,Middle school,Chiapas,On-site education
2016-06-30,2015-2016,2015-08-01,1232.0,17633.0,816.0,139.0,2062.0,18865.0,Private,High school,Chiapas,On-site education
2016-06-30,2015-2016,2015-08-01,10202.0,750470.0,33706.0,8346.0,30402.0,760672.0,Public,Elementary school,Chiapas,On-site education
2016-06-30,2015-2016,2015-08-01,1072.0,302306.0,10797.0,2152.0,14091.0,303378.0,Public,Middle school,Chiapas,On-site education
2016-06-30,2015-2016,2015-08-01,2.0,352.0,9.0,2.0,27.0,354.0,Public,Technical school,Chiapas,On-site education
2016-06-30,2015-2016,2015-08-01,2669.0,209466.0,6559.0,907.0,10734.0,212135.0,Public,High school,Chiapas,On-site education
2017-06-30,2016-2017,2016-08-01,74.0,24897.0,1128.0,161.0,1103.0,24971.0,Private,Elementary school,Chiapas,On-site education
2017-06-30,2016-2017,2016-08-01,32.0,10757.0,437.0,104.0,1238.0,10789.0,Private,Middle school,Chiapas,On-site education
2017-06-30,2016-2017,2016-08-01,706.0,18030.0,828.0,148.0,2345.0,18736.0,Private,High school,Chiapas,On-site education
2017-06-30,2016-2017,2016-08-01,10478.0,744274.0,31507.0,8348.0,30383.0,754752.0,Public,Elementary school,Chiapas,On-site education
2017-06-30,2016-2017,2016-08-01,984.0,299520.0,10947.0,2198.0,14249.0,300504.0,Public,Middle school,Chiapas,On-site education
2017-06-30,2016-2017,2016-08-01,6.0,347.0,9.0,2.0,27.0,353.0,Public,Technical school,Chiapas,On-site education
2017-06-30,2016-2017,2016-08-01,2623.0,213978.0,6940.0,917.0,11258.0,216601.0,Public,High school,Chiapas,On-site education
2016-06-30,2015-2016,2015-08-01,,10118.0,612.0,199.0,594.0,10118.0,Private,Pre-school,Chiapas,On-site education
2016-06-30,2015-2016,2015-08-01,,281767.0,13405.0,7038.0,12532.0,281767.0,Public,Pre-school,Chiapas,On-site education
2017-06-30,2016-2017,2016-08-01,,11681.0,648.0,210.0,651.0,11681.0,Private,Pre-school,Chiapas,On-site education
2017-06-30,2016-2017,2016-08-01,,288269.0,13016.0,6997.0,12778.0,288269.0,Public,Pre-school,Chiapas,On-site education
2016-06-30,2015-2016,2015-08-01,,,,7.0,,5138.0,Public,High school,Chiapas,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,2.0,,132.0,Private,High school,Chiapas,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,9.0,,4570.0,Public,High school,Chiapas,Remote schooling
2016-06-30,2015-2016,2015-08-01,260.0,32111.0,1252.0,233.0,1252.0,32371.0,Private,Elementary school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,335.0,19321.0,767.0,142.0,1742.0,19656.0,Private,Middle school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,401.0,5090.0,198.0,30.0,573.0,5491.0,Private,Technical school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,1769.0,33806.0,1395.0,206.0,2651.0,35575.0,Private,High school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,7329.0,389994.0,15628.0,2601.0,15656.0,397323.0,Public,Elementary school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,3197.0,168012.0,5583.0,824.0,8857.0,171209.0,Public,Middle school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,0.0,143.0,14.0,2.0,48.0,143.0,Public,Technical school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,3070.0,105358.0,3068.0,417.0,8138.0,108428.0,Public,High school,Chihuahua,On-site education
2017-06-30,2016-2017,2016-08-01,247.0,33667.0,1280.0,237.0,1280.0,33914.0,Private,Elementary school,Chihuahua,On-site education
2017-06-30,2016-2017,2016-08-01,123.0,13197.0,570.0,123.0,1435.0,13320.0,Private,Middle school,Chihuahua,On-site education
2017-06-30,2016-2017,2016-08-01,185.0,5299.0,214.0,31.0,611.0,5484.0,Private,Technical school,Chihuahua,On-site education
2017-06-30,2016-2017,2016-08-01,2862.0,33612.0,1441.0,211.0,2773.0,36474.0,Private,High school,Chihuahua,On-site education
2017-06-30,2016-2017,2016-08-01,7912.0,385614.0,15546.0,2542.0,15560.0,393526.0,Public,Elementary school,Chihuahua,On-site education
2017-06-30,2016-2017,2016-08-01,3244.0,171642.0,5829.0,847.0,9101.0,174886.0,Public,Middle school,Chihuahua,On-site education
2017-06-30,2016-2017,2016-08-01,4259.0,104172.0,3285.0,390.0,9915.0,108431.0,Public,High school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,,12713.0,537.0,282.0,534.0,12713.0,Private,Pre-school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,,110443.0,5333.0,1977.0,5023.0,110443.0,Public,Pre-school,Chihuahua,On-site education
2017-06-30,2016-2017,2016-08-01,,13545.0,550.0,282.0,547.0,13545.0,Private,Pre-school,Chihuahua,On-site education
2017-06-30,2016-2017,2016-08-01,,111059.0,4948.0,1898.0,4955.0,111059.0,Public,Pre-school,Chihuahua,On-site education
2016-06-30,2015-2016,2015-08-01,,,,11.0,,20564.0,Public,High school,Chihuahua,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,12.0,,16116.0,Public,High school,Chihuahua,Remote schooling
2016-06-30,2015-2016,2015-08-01,324.0,39343.0,1819.0,239.0,1596.0,39667.0,Private,Elementary school,Coahuila de Zaragoza,On-site education
2016-06-30,2015-2016,2015-08-01,91.0,23169.0,932.0,179.0,2222.0,23260.0,Private,Middle school,Coahuila de Zaragoza,On-site education
2016-06-30,2015-2016,2015-08-01,350.0,5649.0,294.0,68.0,718.0,5999.0,Private,Technical school,Coahuila de Zaragoza,On-site education
2016-06-30,2015-2016,2015-08-01,1095.0,30552.0,1429.0,268.0,4257.0,31647.0,Private,High school,Coahuila de Zaragoza,On-site education
2016-06-30,2015-2016,2015-08-01,1427.0,296700.0,10492.0,1601.0,10490.0,298127.0,Public,Elementary school,Coahuila de Zaragoza,On-site education
2016-06-30,2015-2016,2015-08-01,402.0,148199.0,4160.0,446.0,9795.0,148601.0,Public,Middle school,Coahuila de Zaragoza,On-site education
2016-06-30,2015-2016,2015-08-01,3264.0,73192.0,2317.0,363.0,6999.0,76456.0,Public,High school,Coahuila de Zaragoza,On-site education
2017-06-30,2016-2017,2016-08-01,54.0,41142.0,1893.0,246.0,1656.0,41196.0,Private,Elementary school,Coahuila de Zaragoza,On-site education
2017-06-30,2016-2017,2016-08-01,121.0,23590.0,949.0,179.0,2234.0,23711.0,Private,Middle school,Coahuila de Zaragoza,On-site education
2017-06-30,2016-2017,2016-08-01,98.0,5685.0,271.0,68.0,714.0,5783.0,Private,Technical school,Coahuila de Zaragoza,On-site education
2017-06-30,2016-2017,2016-08-01,1179.0,31083.0,1444.0,268.0,4167.0,32262.0,Private,High school,Coahuila de Zaragoza,On-site education
2017-06-30,2016-2017,2016-08-01,622.0,293614.0,10390.0,1584.0,10353.0,294236.0,Public,Elementary school,Coahuila de Zaragoza,On-site education
2017-06-30,2016-2017,2016-08-01,511.0,144399.0,4143.0,446.0,9758.0,144910.0,Public,Middle school,Coahuila de Zaragoza,On-site education
2017-06-30,2016-2017,2016-08-01,2449.0,78901.0,2608.0,360.0,5920.0,81350.0,Public,High school,Coahuila de Zaragoza,On-site education
2016-06-30,2015-2016,2015-08-01,,21428.0,1227.0,384.0,1193.0,21428.0,Private,Pre-school,Coahuila de Zaragoza,On-site education
2016-06-30,2015-2016,2015-08-01,,99245.0,3515.0,1345.0,3514.0,99245.0,Public,Pre-school,Coahuila de Zaragoza,On-site education
2017-06-30,2016-2017,2016-08-01,,22627.0,1272.0,381.0,1230.0,22627.0,Private,Pre-school,Coahuila de Zaragoza,On-site education
2017-06-30,2016-2017,2016-08-01,,100987.0,3698.0,1347.0,3679.0,100987.0,Public,Pre-school,Coahuila de Zaragoza,On-site education
2016-06-30,2015-2016,2015-08-01,,,,13.0,,8409.0,Public,High school,Coahuila de Zaragoza,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,5.0,,379.0,Private,High school,Coahuila de Zaragoza,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,17.0,,8240.0,Public,High school,Coahuila de Zaragoza,Remote schooling
2016-06-30,2015-2016,2015-08-01,64.0,5985.0,302.0,42.0,285.0,6049.0,Private,Elementary school,Colima,On-site education
2016-06-30,2015-2016,2015-08-01,2.0,2477.0,114.0,25.0,339.0,2479.0,Private,Middle school,Colima,On-site education
2016-06-30,2015-2016,2015-08-01,483.0,4882.0,334.0,76.0,963.0,5365.0,Private,High school,Colima,On-site education
2016-06-30,2015-2016,2015-08-01,1041.0,71661.0,2949.0,455.0,2950.0,72702.0,Public,Elementary school,Colima,On-site education
2016-06-30,2015-2016,2015-08-01,310.0,34509.0,1191.0,153.0,2881.0,34819.0,Public,Middle school,Colima,On-site education
2016-06-30,2015-2016,2015-08-01,23.0,244.0,13.0,2.0,47.0,267.0,Public,Technical school,Colima,On-site education
2016-06-30,2015-2016,2015-08-01,932.0,21942.0,773.0,119.0,2223.0,22874.0,Public,High school,Colima,On-site education
2017-06-30,2016-2017,2016-08-01,21.0,6159.0,325.0,43.0,287.0,6180.0,Private,Elementary school,Colima,On-site education
2017-06-30,2016-2017,2016-08-01,5.0,2550.0,115.0,25.0,330.0,2555.0,Private,Middle school,Colima,On-site education
2017-06-30,2016-2017,2016-08-01,370.0,4852.0,340.0,76.0,903.0,5222.0,Private,High school,Colima,On-site education
2017-06-30,2016-2017,2016-08-01,832.0,70764.0,3015.0,443.0,2956.0,71596.0,Public,Elementary school,Colima,On-site education
2017-06-30,2016-2017,2016-08-01,303.0,34805.0,1214.0,156.0,2874.0,35108.0,Public,Middle school,Colima,On-site education
2017-06-30,2016-2017,2016-08-01,23.0,242.0,8.0,2.0,49.0,265.0,Public,Technical school,Colima,On-site education
2017-06-30,2016-2017,2016-08-01,637.0,22837.0,721.0,112.0,2080.0,23474.0,Public,High school,Colima,On-site education
2016-06-30,2015-2016,2015-08-01,,2531.0,153.0,66.0,163.0,2531.0,Private,Pre-school,Colima,On-site education
2016-06-30,2015-2016,2015-08-01,,22469.0,1060.0,356.0,1060.0,22469.0,Public,Pre-school,Colima,On-site education
2017-06-30,2016-2017,2016-08-01,,2746.0,160.0,67.0,156.0,2746.0,Private,Pre-school,Colima,On-site education
2017-06-30,2016-2017,2016-08-01,,22108.0,1060.0,339.0,1073.0,22108.0,Public,Pre-school,Colima,On-site education
2016-06-30,2015-2016,2015-08-01,,,,4.0,,174.0,Private,High school,Colima,Remote schooling
2016-06-30,2015-2016,2015-08-01,,,,7.0,,807.0,Public,High school,Colima,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,4.0,,163.0,Private,High school,Colima,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,7.0,,579.0,Public,High school,Colima,Remote schooling
2016-06-30,2015-2016,2015-08-01,11.0,11260.0,566.0,82.0,509.0,11271.0,Private,Elementary school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,24.0,6271.0,267.0,55.0,652.0,6295.0,Private,Middle school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,6.0,1743.0,89.0,15.0,210.0,1749.0,Private,Technical school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,221.0,7205.0,294.0,62.0,826.0,7426.0,Private,High school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,750.0,205118.0,9773.0,2491.0,9743.0,205868.0,Public,Elementary school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,942.0,95380.0,4601.0,901.0,6751.0,96322.0,Public,Middle school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,58.0,1061.0,63.0,8.0,77.0,1119.0,Public,Technical school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,3257.0,68690.0,2284.0,275.0,5214.0,71947.0,Public,High school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,11.0,11831.0,545.0,80.0,508.0,11842.0,Private,Elementary school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,27.0,6427.0,272.0,56.0,690.0,6454.0,Private,Middle school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,35.0,1768.0,87.0,16.0,210.0,1803.0,Private,Technical school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,19.0,7201.0,309.0,61.0,861.0,7220.0,Private,High school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,813.0,204666.0,9751.0,2480.0,9779.0,205479.0,Public,Elementary school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,858.0,95887.0,4626.0,912.0,6737.0,96745.0,Public,Middle school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,67.0,877.0,52.0,4.0,39.0,944.0,Public,Technical school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,2869.0,66176.0,2250.0,222.0,5515.0,69045.0,Public,High school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,,6893.0,411.0,142.0,402.0,6893.0,Private,Pre-school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,,65667.0,3312.0,1609.0,3263.0,65667.0,Public,Pre-school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,,7535.0,441.0,148.0,427.0,7535.0,Private,Pre-school,Durango,On-site education
2017-06-30,2016-2017,2016-08-01,,66265.0,3374.0,1616.0,3359.0,66265.0,Public,Pre-school,Durango,On-site education
2016-06-30,2015-2016,2015-08-01,,,,5.0,,2336.0,Public,High school,Durango,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,5.0,,2475.0,Public,High school,Durango,Remote schooling
2016-06-30,2015-2016,2015-08-01,406.0,66698.0,3149.0,400.0,3016.0,67104.0,Private,Elementary school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,140.0,35643.0,1329.0,275.0,3302.0,35783.0,Private,Middle school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,65.0,1541.0,117.0,20.0,168.0,1606.0,Private,Technical school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,4786.0,66681.0,3443.0,425.0,7811.0,71467.0,Private,High school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,1757.0,649645.0,24563.0,4079.0,22971.0,651402.0,Public,Elementary school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,892.0,326619.0,10476.0,1538.0,15374.0,327511.0,Public,Middle school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,1.0,770.0,50.0,6.0,182.0,771.0,Public,Technical school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,3224.0,153124.0,4589.0,757.0,11581.0,156348.0,Public,High school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,744.0,67165.0,3167.0,400.0,3071.0,67909.0,Private,Elementary school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,291.0,36152.0,1372.0,282.0,3442.0,36443.0,Private,Middle school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,22.0,1446.0,120.0,17.0,136.0,1468.0,Private,Technical school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,2262.0,66202.0,3186.0,442.0,8368.0,68464.0,Private,High school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,2042.0,642466.0,23727.0,4042.0,22839.0,644508.0,Public,Elementary school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,1246.0,320193.0,10736.0,1555.0,15456.0,321439.0,Public,Middle school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,38.0,429.0,40.0,5.0,627.0,467.0,Public,Technical school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,4176.0,159280.0,5085.0,753.0,12141.0,163456.0,Public,High school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,,33184.0,2201.0,695.0,2163.0,33184.0,Private,Pre-school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,,211622.0,9137.0,3659.0,8721.0,211622.0,Public,Pre-school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,,34338.0,2195.0,683.0,2161.0,34338.0,Private,Pre-school,Guanajuato,On-site education
2017-06-30,2016-2017,2016-08-01,,223595.0,9186.0,3646.0,8918.0,223595.0,Public,Pre-school,Guanajuato,On-site education
2016-06-30,2015-2016,2015-08-01,,,,5.0,,1675.0,Private,High school,Guanajuato,Remote schooling
2016-06-30,2015-2016,2015-08-01,,,,11.0,,12232.0,Public,High school,Guanajuato,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,4.0,,2505.0,Private,High school,Guanajuato,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,13.0,,11223.0,Public,High school,Guanajuato,Remote schooling
2016-06-30,2015-2016,2015-08-01,14.0,15269.0,840.0,127.0,840.0,15283.0,Private,Elementary school,Guerrero,On-site education
2016-06-30,2015-2016,2015-08-01,10.0,7958.0,353.0,86.0,941.0,7968.0,Private,Middle school,Guerrero,On-site education
2016-06-30,2015-2016,2015-08-01,661.0,7168.0,356.0,81.0,973.0,7829.0,Private,High school,Guerrero,On-site education
2016-06-30,2015-2016,2015-08-01,5336.0,458300.0,22378.0,4491.0,22450.0,463636.0,Public,Elementary school,Guerrero,On-site education
2016-06-30,2015-2016,2015-08-01,839.0,211195.0,8720.0,1829.0,12194.0,212034.0,Public,Middle school,Guerrero,On-site education
2016-06-30,2015-2016,2015-08-01,36.0,1092.0,34.0,4.0,97.0,1128.0,Public,Technical school,Guerrero,On-site education
2016-06-30,2015-2016,2015-08-01,6048.0,127937.0,3778.0,668.0,8634.0,133985.0,Public,High school,Guerrero,On-site education
2017-06-30,2016-2017,2016-08-01,27.0,15663.0,892.0,130.0,859.0,15690.0,Private,Elementary school,Guerrero,On-site education
2017-06-30,2016-2017,2016-08-01,15.0,7947.0,360.0,88.0,956.0,7962.0,Private,Middle school,Guerrero,On-site education
2017-06-30,2016-2017,2016-08-01,662.0,7363.0,371.0,82.0,989.0,8025.0,Private,High school,Guerrero,On-site education
2017-06-30,2016-2017,2016-08-01,6395.0,444292.0,23340.0,4430.0,21998.0,450687.0,Public,Elementary school,Guerrero,On-site education
2017-06-30,2016-2017,2016-08-01,968.0,205287.0,8744.0,1826.0,12105.0,206255.0,Public,Middle school,Guerrero,On-site education
2017-06-30,2016-2017,2016-08-01,58.0,1107.0,32.0,4.0,85.0,1165.0,Public,Technical school,Guerrero,On-site education
2017-06-30,2016-2017,2016-08-01,6409.0,131214.0,4224.0,697.0,8758.0,137623.0,Public,High school,Guerrero,On-site education
2016-06-30,2015-2016,2015-08-01,,7769.0,473.0,147.0,477.0,7769.0,Private,Pre-school,Guerrero,On-site education
2016-06-30,2015-2016,2015-08-01,,184760.0,9630.0,3798.0,9634.0,184760.0,Public,Pre-school,Guerrero,On-site education
2017-06-30,2016-2017,2016-08-01,,7976.0,498.0,150.0,491.0,7976.0,Private,Pre-school,Guerrero,On-site education
2017-06-30,2016-2017,2016-08-01,,186885.0,9749.0,3705.0,9646.0,186885.0,Public,Pre-school,Guerrero,On-site education
2016-06-30,2015-2016,2015-08-01,,,,8.0,,6263.0,Public,High school,Guerrero,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,18.0,,6546.0,Public,High school,Guerrero,Remote schooling
2016-06-30,2015-2016,2015-08-01,10.0,10261.0,566.0,76.0,512.0,10271.0,Private,Elementary school,Zacatecas,On-site education
2016-06-30,2015-2016,2015-08-01,26.0,4481.0,205.0,51.0,640.0,4507.0,Private,Middle school,Zacatecas,On-site education
2016-06-30,2015-2016,2015-08-01,114.0,4262.0,222.0,41.0,667.0,4376.0,Private,High school,Zacatecas,On-site education
2016-06-30,2015-2016,2015-08-01,765.0,185704.0,11395.0,1799.0,7835.0,186469.0,Public,Elementary school,Zacatecas,On-site education
2016-06-30,2015-2016,2015-08-01,944.0,89814.0,4806.0,1100.0,5383.0,90758.0,Public,Middle school,Zacatecas,On-site education
2016-06-30,2015-2016,2015-08-01,18.0,441.0,13.0,2.0,77.0,459.0,Public,Technical school,Zacatecas,On-site education
2016-06-30,2015-2016,2015-08-01,2361.0,57263.0,2350.0,256.0,3907.0,59624.0,Public,High school,Zacatecas,On-site education
2017-06-30,2016-2017,2016-08-01,13.0,10358.0,520.0,73.0,502.0,10371.0,Private,Elementary school,Zacatecas,On-site education
2017-06-30,2016-2017,2016-08-01,21.0,4392.0,208.0,50.0,630.0,4413.0,Private,Middle school,Zacatecas,On-site education
2017-06-30,2016-2017,2016-08-01,168.0,4165.0,201.0,41.0,676.0,4333.0,Private,High school,Zacatecas,On-site education
2017-06-30,2016-2017,2016-08-01,791.0,186750.0,7982.0,1761.0,7858.0,187541.0,Public,Elementary school,Zacatecas,On-site education
2017-06-30,2016-2017,2016-08-01,1042.0,84144.0,4770.0,1099.0,5215.0,85186.0,Public,Middle school,Zacatecas,On-site education
2017-06-30,2016-2017,2016-08-01,8.0,429.0,12.0,2.0,70.0,437.0,Public,Technical school,Zacatecas,On-site education
2017-06-30,2016-2017,2016-08-01,2941.0,60531.0,2102.0,247.0,4087.0,63472.0,Public,High school,Zacatecas,On-site education
2016-06-30,2015-2016,2015-08-01,,3099.0,233.0,68.0,194.0,3099.0,Private,Pre-school,Zacatecas,On-site education
2016-06-30,2015-2016,2015-08-01,,72707.0,5065.0,1661.0,3530.0,72707.0,Public,Pre-school,Zacatecas,On-site education
2017-06-30,2016-2017,2016-08-01,,3197.0,211.0,68.0,200.0,3197.0,Private,Pre-school,Zacatecas,On-site education
